booking_date,travel_date,destination,package_type,booking_channel,quantity,booking_amount,discount_amount,booking_status,payment_method,agent_name,trip_duration_days,customer_type,city,state,country,age,registration_date,loyalty_tier,preferred_destination
2024-04-29,2025-11-12,Tokyo,Premium,Agent,2,4713,114,Cancelled,Card,Charlie,2,Registered,New York,SG,USA,23,2023-04-30,Bronze,Sydney
2025-08-20,2026-06-24,Paris,Premium,Website,1,1798,21,Pending,UPI,Alice,10,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2025-05-17,2025-11-22,Bangkok,Luxury,Agent,1,1792,170,Cancelled,UPI,Bob,13,Registered,Dubai,NY,UAE,41,2024-07-30,Gold,Bangkok
2025-01-30,2026-01-17,Tokyo,Premium,Mobile App,3,3228,78,Cancelled,Bank Transfer,Alice,5,Guest,Paris,SG,France,48,2025-02-07,Gold,Rome
2025-03-01,2026-03-30,London,Standard,Agent,4,3839,186,Cancelled,Card,Alice,4,Registered,New York,,France,21,2022-09-17,Gold,Sydney
2025-05-01,2026-06-22,London,Standard,Agent,4,2684,22,Completed,UPI,Charlie,8,Registered,Paris,,UAE,53,2024-05-25,Gold,Tokyo
2025-04-18,2026-08-05,Paris,Standard,Website,4,4753,74,Pending,UPI,Alice,6,Guest,Paris,,France,33,2023-06-28,Silver,Bangkok
2025-05-20,2026-07-27,Dubai,Standard,Website,1,2689,39,Cancelled,UPI,Dana,3,Guest,Dubai,NY,UK,50,2023-11-11,Bronze,Sydney
2025-03-03,2025-07-03,Dubai,Luxury,Agent,2,2556,7,Completed,UPI,Dana,3,Registered,New York,IDF,France,65,2024-04-30,Bronze,Bangkok
2025-08-18,2026-05-08,Bangkok,Premium,Mobile App,4,3163,177,Completed,UPI,Alice,6,Registered,Singapore,NY,UK,58,2023-08-12,Bronze,Tokyo
2024-02-29,2025-05-30,London,Premium,Agent,2,4964,91,Completed,Card,Charlie,7,Registered,Singapore,NY,UK,22,2022-05-20,Gold,Bangkok
2024-02-19,2025-10-24,London,Luxury,Agent,1,3116,131,Completed,Bank Transfer,Bob,14,Registered,Dubai,SG,UK,62,2024-09-02,Gold,Sydney
2025-07-10,2025-11-27,London,Luxury,Mobile App,3,1569,175,Pending,Bank Transfer,Charlie,3,Guest,London,DXB,Singapore,28,2023-06-27,Gold,Sydney
2024-12-26,2025-05-28,Tokyo,Standard,Agent,3,4951,95,Cancelled,UPI,Charlie,4,Registered,Singapore,DXB,UAE,21,2023-01-20,Gold,Rome
2024-06-07,2026-05-31,Paris,Standard,Agent,5,1984,176,Pending,Bank Transfer,Alice,8,Registered,Dubai,SG,UAE,25,2023-05-23,Bronze,Tokyo
2024-04-29,2025-05-15,Tokyo,Premium,Mobile App,3,825,176,Cancelled,Card,Dana,11,Registered,Dubai,NY,USA,43,2024-10-04,Bronze,Tokyo
2024-06-25,2025-11-08,Tokyo,Luxury,Website,2,3002,32,Pending,Card,Bob,6,Registered,Paris,IDF,USA,72,2022-11-26,Silver,Sydney
2024-05-13,2025-03-22,Dubai,Luxury,Website,1,1919,4,Cancelled,UPI,Alice,5,Registered,New York,NY,USA,43,2023-11-26,Bronze,Bangkok
2025-11-06,2026-06-10,Bangkok,Standard,Mobile App,1,468,64,Completed,Card,Charlie,12,Registered,Paris,NY,Singapore,53,2023-04-17,Gold,Bangkok
2024-05-06,2026-09-09,Paris,Luxury,Website,2,990,171,Cancelled,Card,Alice,4,Registered,London,,Singapore,56,2022-02-24,Gold,Bangkok
2025-08-16,2025-12-23,London,Standard,Agent,5,2472,61,Pending,Bank Transfer,Alice,3,Registered,New York,,France,57,2025-04-13,Gold,Rome
2025-06-25,2025-08-11,Paris,Premium,Website,5,314,1,Pending,Card,Bob,10,Registered,New York,IDF,UAE,63,2024-02-20,Silver,Bangkok
2025-01-10,2026-08-27,Paris,Premium,Agent,1,4088,46,Cancelled,UPI,Dana,5,Registered,Singapore,NY,USA,68,2023-11-15,Bronze,Bangkok
2025-02-21,2025-04-26,London,Standard,Mobile App,1,2064,133,Completed,UPI,Charlie,13,Registered,London,DXB,Singapore,59,2024-06-24,Silver,Bangkok
2024-02-11,2025-03-26,London,Premium,Website,4,4764,72,Cancelled,Bank Transfer,Charlie,12,Registered,Paris,,UK,27,2022-02-20,Bronze,Bangkok
2025-07-21,2026-02-22,London,Premium,Website,1,2050,121,Pending,UPI,Bob,2,Registered,New York,,France,32,2024-01-10,Bronze,Rome
2025-11-19,2025-04-18,Dubai,Premium,Agent,1,4227,30,Completed,UPI,Dana,13,Registered,Paris,IDF,Singapore,42,2024-01-31,Bronze,Bangkok
2024-06-21,2025-03-08,London,Standard,Mobile App,2,1033,152,Cancelled,Card,Bob,8,Registered,New York,DXB,France,39,2024-03-25,Gold,Tokyo
2024-10-12,2026-08-19,Bangkok,Premium,Agent,4,4288,91,Cancelled,Bank Transfer,Dana,9,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2024-05-30,2026-04-11,Tokyo,Standard,Mobile App,4,2484,127,Completed,Bank Transfer,Bob,2,Registered,Singapore,SG,USA,66,2023-07-06,Gold,Tokyo
2024-03-10,2026-05-26,Tokyo,Standard,Mobile App,5,632,173,Cancelled,Card,Charlie,11,Registered,London,SG,UK,63,2023-10-01,Silver,Rome
2024-03-19,2026-11-08,Bangkok,Premium,Mobile App,2,989,75,Pending,UPI,Dana,10,Guest,Dubai,IDF,USA,75,2024-08-10,Silver,Bangkok
2024-12-17,2026-07-08,Bangkok,Standard,Website,4,4643,30,Cancelled,UPI,Charlie,8,Registered,New York,IDF,Singapore,38,2022-09-13,Gold,Rome
2024-02-06,2025-02-03,Paris,Luxury,Agent,3,3965,180,Completed,UPI,Dana,4,Registered,New York,,France,32,2024-01-10,Bronze,Rome
2025-05-14,2025-04-23,Bangkok,Luxury,Mobile App,5,3387,175,Pending,Bank Transfer,Dana,9,Guest,Dubai,DXB,France,66,2023-05-22,Gold,Rome
2025-06-02,2025-02-27,Dubai,Premium,Mobile App,5,1480,96,Pending,Bank Transfer,Charlie,14,Registered,Singapore,SG,UK,73,2022-05-23,Silver,Sydney
2024-03-03,2025-01-29,Bangkok,Standard,Website,3,2825,89,Pending,Bank Transfer,Alice,14,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2025-01-24,2025-04-10,Dubai,Premium,Mobile App,4,2995,89,Completed,Bank Transfer,Bob,5,Registered,New York,DXB,France,55,2023-09-05,Gold,Sydney
2025-08-29,2025-03-28,Tokyo,Premium,Website,3,2756,43,Completed,Bank Transfer,Charlie,2,Registered,Paris,,UK,19,2023-01-31,Silver,Rome
2025-08-04,2026-06-12,Dubai,Premium,Website,4,3660,150,Completed,UPI,Dana,11,Registered,Dubai,NY,USA,43,2024-10-04,Bronze,Tokyo
2025-08-09,2025-04-11,Dubai,Standard,Agent,2,2841,86,Cancelled,Bank Transfer,Charlie,4,Guest,Paris,NY,Singapore,59,2023-11-30,Bronze,Sydney
2025-01-07,2026-03-23,Paris,Premium,Agent,1,2653,137,Completed,UPI,Charlie,2,Registered,London,,USA,57,2024-02-23,Gold,Bangkok
2025-02-15,2025-08-20,Bangkok,Luxury,Website,5,4898,24,Pending,UPI,Charlie,3,Registered,New York,DXB,UK,29,2024-11-26,Silver,Tokyo
2025-05-01,2026-03-14,Paris,Premium,Website,3,4550,129,Cancelled,UPI,Charlie,5,Registered,Singapore,SG,UAE,73,2022-11-01,Silver,Sydney
2024-09-14,2026-10-02,Bangkok,Premium,Agent,5,3495,46,Completed,Bank Transfer,Bob,11,Registered,Singapore,NY,Singapore,30,2022-06-25,Bronze,Sydney
2025-11-07,2026-04-24,London,Luxury,Agent,5,1944,196,Cancelled,Bank Transfer,Alice,10,Registered,Dubai,NY,UAE,62,2023-09-15,Gold,Sydney
2025-04-18,2025-06-01,Paris,Standard,Agent,3,3184,111,Cancelled,UPI,Alice,12,Registered,Paris,,France,50,2024-09-27,Silver,Tokyo
2024-09-30,2025-10-21,Paris,Premium,Agent,5,3578,60,Cancelled,Card,Alice,4,Registered,New York,DXB,France,20,2022-01-08,Silver,Bangkok
2024-09-08,2025-11-14,Dubai,Premium,Agent,4,426,108,Pending,Card,Bob,4,Guest,Singapore,IDF,USA,74,2022-10-03,Silver,Tokyo
2024-01-30,2025-09-22,London,Luxury,Agent,2,1317,164,Completed,Bank Transfer,Dana,14,Guest,Singapore,SG,France,43,2025-01-27,Bronze,Rome
2024-03-26,2025-11-18,Bangkok,Premium,Website,4,653,93,Pending,Bank Transfer,Alice,8,Registered,New York,DXB,USA,40,2023-12-06,Gold,Rome
2024-08-29,2025-04-25,Bangkok,Luxury,Agent,1,1351,133,Pending,Bank Transfer,Charlie,9,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2025-09-06,2025-05-06,London,Premium,Agent,4,2150,191,Pending,Card,Dana,5,Registered,London,SG,USA,23,2024-09-22,Bronze,Bangkok
2024-06-28,2025-08-08,London,Premium,Mobile App,3,1075,150,Completed,UPI,Charlie,13,Registered,Dubai,DXB,UK,73,2024-04-01,Bronze,Bangkok
2025-07-12,2026-03-10,Dubai,Luxury,Website,3,2792,200,Completed,UPI,Dana,13,Registered,New York,NY,USA,32,2022-05-19,Bronze,Rome
2024-01-22,2026-10-23,Bangkok,Standard,Agent,1,2724,176,Pending,Card,Charlie,10,Guest,London,,UAE,60,2022-08-23,Gold,Bangkok
2025-10-16,2026-01-07,Tokyo,Luxury,Website,4,2733,99,Completed,UPI,Charlie,6,Registered,Singapore,NY,Singapore,68,2022-03-26,Silver,Sydney
2024-10-31,2025-08-04,Paris,Premium,Agent,3,2128,196,Pending,UPI,Alice,6,Registered,London,SG,USA,23,2024-09-22,Bronze,Bangkok
2025-04-27,2026-02-27,London,Luxury,Mobile App,1,4227,41,Pending,UPI,Alice,7,Registered,Singapore,,Singapore,24,2023-09-04,Gold,Bangkok
2024-11-30,2026-04-10,Tokyo,Standard,Agent,2,4686,161,Cancelled,Bank Transfer,Bob,2,Registered,Dubai,SG,UK,62,2024-09-02,Gold,Sydney
2025-10-05,2025-11-09,London,Luxury,Website,1,1839,40,Completed,Bank Transfer,Bob,11,Registered,Dubai,DXB,Singapore,35,2023-10-23,Bronze,Tokyo
2024-11-23,2026-04-08,Dubai,Luxury,Website,3,3561,44,Pending,Bank Transfer,Charlie,14,Registered,New York,NY,France,49,2022-08-26,Bronze,Bangkok
2024-03-27,2026-03-01,London,Standard,Mobile App,4,1827,146,Completed,Card,Alice,10,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2024-04-01,2026-04-19,Paris,Premium,Agent,2,2073,12,Cancelled,Bank Transfer,Dana,11,Registered,London,,Singapore,34,2022-10-08,Gold,Tokyo
2024-04-01,2026-01-12,Paris,Luxury,Website,1,1422,183,Pending,UPI,Dana,12,Registered,New York,IDF,Singapore,38,2022-09-13,Gold,Rome
2024-08-17,2025-07-28,Paris,Premium,Mobile App,4,1170,97,Completed,UPI,Bob,11,Registered,New York,NY,UK,68,2023-09-22,Gold,Rome
2025-11-24,2025-07-13,Dubai,Standard,Mobile App,2,2518,7,Cancelled,UPI,Bob,11,Registered,Dubai,,USA,37,2024-01-17,Bronze,Rome
2025-01-13,2026-08-20,Dubai,Standard,Website,4,2234,34,Cancelled,Bank Transfer,Dana,12,Registered,London,DXB,USA,73,2022-01-26,Gold,Rome
2025-03-09,2026-09-04,London,Standard,Website,5,3341,15,Completed,UPI,Bob,9,Guest,New York,NY,UK,52,2022-03-15,Silver,Bangkok
2024-01-06,2025-09-17,Bangkok,Luxury,Mobile App,3,572,101,Pending,UPI,Bob,10,Registered,London,NY,France,42,2023-11-02,Bronze,Sydney
2024-07-02,2025-09-24,Paris,Luxury,Mobile App,3,4955,119,Completed,Card,Charlie,13,Registered,New York,SG,UK,52,2023-05-17,Bronze,Sydney
2024-05-25,2025-09-24,Tokyo,Premium,Website,2,3746,127,Cancelled,Bank Transfer,Charlie,8,Registered,New York,IDF,France,38,2022-08-26,Silver,Tokyo
2025-09-19,2025-09-28,Bangkok,Premium,Mobile App,2,2356,80,Pending,UPI,Bob,10,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2024-02-24,2025-07-13,Paris,Standard,Website,2,3804,9,Cancelled,UPI,Bob,13,Registered,London,SG,France,51,2024-10-24,Silver,Bangkok
2024-04-28,2026-05-22,Tokyo,Premium,Mobile App,5,3775,124,Cancelled,UPI,Alice,13,Guest,Singapore,DXB,Singapore,56,2023-04-08,Gold,Sydney
2024-12-23,2025-04-06,Paris,Premium,Website,2,1212,191,Pending,UPI,Bob,11,Registered,Dubai,NY,UAE,34,2024-07-20,Silver,Sydney
2025-08-07,2025-07-04,Dubai,Standard,Website,4,4509,173,Completed,UPI,Alice,6,Registered,Singapore,NY,Singapore,45,2022-03-07,Bronze,Tokyo
2025-02-07,2026-01-18,Bangkok,Standard,Mobile App,2,1199,7,Completed,UPI,Dana,9,Guest,New York,DXB,France,59,2024-04-16,Bronze,Bangkok
2025-08-31,2026-11-05,Tokyo,Premium,Website,5,2406,115,Cancelled,Bank Transfer,Bob,5,Registered,New York,DXB,France,55,2023-09-05,Gold,Sydney
2024-11-26,2025-02-26,Tokyo,Luxury,Agent,4,2517,23,Cancelled,UPI,Bob,5,Registered,New York,IDF,UAE,35,2022-05-16,Bronze,Rome
2024-04-01,2025-01-22,Paris,Standard,Mobile App,4,3467,72,Pending,Bank Transfer,Bob,3,Registered,New York,IDF,UK,53,2022-05-03,Gold,Rome
2025-03-18,2025-11-14,Bangkok,Standard,Mobile App,1,4221,94,Pending,Card,Dana,9,Registered,New York,DXB,UK,29,2024-11-26,Silver,Tokyo
2024-10-01,2026-07-31,Bangkok,Premium,Website,4,4102,94,Pending,Card,Dana,12,Guest,Paris,NY,Singapore,59,2023-11-30,Bronze,Sydney
2024-02-11,2026-06-10,London,Premium,Agent,2,961,165,Pending,Bank Transfer,Bob,9,Guest,Paris,SG,France,48,2025-02-07,Gold,Rome
2024-03-26,2025-10-25,Dubai,Premium,Website,4,4498,76,Completed,Card,Charlie,5,Guest,Dubai,IDF,UAE,70,2025-01-31,Bronze,Sydney
2024-10-29,2026-08-06,Tokyo,Luxury,Website,1,3703,131,Completed,Bank Transfer,Dana,8,Registered,Paris,IDF,USA,72,2022-11-26,Silver,Sydney
2025-11-07,2026-08-06,London,Premium,Mobile App,5,4006,20,Pending,Card,Alice,13,Guest,London,DXB,Singapore,28,2023-06-27,Gold,Sydney
2024-07-02,2025-07-06,Dubai,Standard,Website,4,3991,180,Cancelled,UPI,Dana,14,Guest,Paris,DXB,France,65,2023-11-25,Bronze,Sydney
2025-09-30,2025-09-29,London,Standard,Website,2,3885,20,Pending,Bank Transfer,Charlie,12,Registered,New York,DXB,USA,34,2025-01-03,Bronze,Sydney
2025-07-01,2025-01-19,Tokyo,Premium,Website,1,3753,43,Pending,UPI,Dana,13,Registered,Paris,NY,Singapore,53,2023-04-17,Gold,Bangkok
2024-11-06,2026-09-26,Bangkok,Premium,Agent,4,4187,77,Completed,Card,Bob,2,Registered,Paris,DXB,UK,66,2024-08-09,Gold,Sydney
2024-01-17,2025-07-12,Tokyo,Standard,Mobile App,2,1116,166,Completed,UPI,Bob,3,Registered,London,DXB,Singapore,63,2023-09-12,Gold,Tokyo
2024-05-31,2026-05-01,Dubai,Standard,Website,2,3996,39,Pending,Bank Transfer,Dana,9,Registered,Singapore,,USA,47,2022-10-01,Silver,Rome
2025-04-05,2026-08-23,Paris,Standard,Mobile App,5,360,100,Completed,UPI,Alice,3,Registered,Dubai,DXB,France,73,2024-05-28,Silver,Tokyo
2025-03-01,2026-05-23,Bangkok,Luxury,Agent,5,3737,74,Completed,UPI,Dana,9,Registered,Paris,DXB,France,30,2024-02-27,Silver,Tokyo
2024-08-25,2025-03-04,Bangkok,Standard,Mobile App,5,4196,80,Pending,Card,Charlie,12,Registered,London,DXB,Singapore,59,2024-06-24,Silver,Bangkok
2024-04-29,2026-05-22,Bangkok,Luxury,Mobile App,4,4077,178,Cancelled,Card,Bob,6,Registered,Singapore,NY,Singapore,30,2022-06-25,Bronze,Sydney
2025-04-25,2025-12-19,Dubai,Standard,Agent,2,1774,150,Pending,UPI,Dana,4,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2025-03-02,2026-11-21,London,Premium,Website,5,3397,53,Cancelled,Bank Transfer,Alice,12,Registered,Dubai,DXB,UAE,33,2022-10-30,Gold,Tokyo
2024-06-26,2025-07-24,Paris,Luxury,Mobile App,1,1257,106,Cancelled,UPI,Bob,5,Registered,Dubai,DXB,Singapore,48,2023-08-20,Bronze,Bangkok
2024-01-19,2026-01-03,London,Premium,Agent,2,585,44,Pending,Card,Alice,7,Registered,Dubai,,UAE,53,2022-10-24,Silver,Bangkok
2025-09-24,2025-08-21,Tokyo,Luxury,Website,4,1133,66,Cancelled,UPI,Alice,14,Registered,Dubai,SG,France,40,2024-07-18,Silver,Rome
2024-06-03,2026-06-12,Bangkok,Luxury,Website,1,2391,112,Cancelled,Card,Alice,14,Registered,Dubai,,UAE,53,2022-10-24,Silver,Bangkok
2025-07-29,2025-02-12,Bangkok,Standard,Website,1,1034,52,Cancelled,Card,Charlie,13,Registered,Paris,DXB,UK,33,2024-12-23,Silver,Bangkok
2025-05-25,2025-04-12,Paris,Luxury,Mobile App,3,4344,35,Completed,Card,Dana,8,Registered,New York,,France,32,2024-01-10,Bronze,Rome
2024-09-08,2026-05-01,London,Premium,Agent,2,253,21,Cancelled,UPI,Dana,7,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2024-06-04,2026-06-27,Dubai,Standard,Website,4,2210,105,Cancelled,UPI,Charlie,2,Registered,Paris,DXB,France,30,2024-02-27,Silver,Tokyo
2024-01-11,2026-06-14,Tokyo,Standard,Mobile App,3,1392,102,Completed,UPI,Alice,8,Registered,New York,,France,32,2024-01-10,Bronze,Rome
2025-11-07,2026-10-19,Paris,Luxury,Website,5,503,75,Cancelled,UPI,Charlie,13,Guest,London,DXB,France,70,2024-07-17,Silver,Sydney
2024-12-18,2025-01-09,London,Luxury,Agent,2,2769,179,Cancelled,UPI,Bob,10,Registered,Dubai,DXB,USA,75,2022-06-15,Silver,Bangkok
2024-12-19,2026-10-27,Dubai,Standard,Mobile App,1,3822,9,Pending,UPI,Dana,13,Guest,Dubai,IDF,USA,75,2024-08-10,Silver,Bangkok
2025-06-16,2026-07-08,London,Standard,Website,5,1232,141,Cancelled,Bank Transfer,Charlie,14,Guest,London,SG,France,69,2022-12-24,Bronze,Tokyo
2024-01-24,2025-01-29,Bangkok,Luxury,Mobile App,2,1510,198,Cancelled,Bank Transfer,Dana,10,Registered,London,DXB,Singapore,40,2025-03-23,Silver,Rome
2025-01-16,2025-09-23,Bangkok,Premium,Website,1,691,193,Pending,Card,Dana,6,Registered,New York,NY,USA,32,2022-05-19,Bronze,Rome
2025-04-09,2025-12-14,Paris,Luxury,Agent,5,242,182,Pending,Bank Transfer,Bob,7,Registered,Paris,IDF,Singapore,66,2025-01-17,Silver,Sydney
2025-11-13,2026-08-10,Paris,Luxury,Mobile App,5,2530,188,Completed,Card,Charlie,10,Registered,New York,DXB,UK,29,2024-11-26,Silver,Tokyo
2025-01-04,2026-04-11,Tokyo,Standard,Agent,4,1777,105,Completed,Card,Alice,8,Guest,Dubai,NY,UK,50,2023-11-11,Bronze,Sydney
2024-08-07,2026-04-02,Tokyo,Premium,Agent,5,4101,103,Pending,Bank Transfer,Dana,6,Registered,London,,Singapore,46,2022-10-15,Silver,Bangkok
2025-10-13,2026-03-10,Dubai,Luxury,Mobile App,4,4286,41,Completed,Bank Transfer,Bob,9,Guest,Dubai,NY,UK,50,2023-11-11,Bronze,Sydney
2024-05-12,2026-06-10,Bangkok,Standard,Agent,2,3949,116,Cancelled,Card,Bob,10,Registered,Singapore,,USA,71,2025-02-09,Bronze,Bangkok
2025-09-08,2026-02-23,Tokyo,Standard,Mobile App,5,1172,74,Completed,Bank Transfer,Bob,3,Guest,London,,UAE,60,2022-08-23,Gold,Bangkok
2025-01-18,2025-11-07,London,Premium,Website,2,2697,36,Pending,UPI,Alice,6,Registered,Dubai,IDF,France,28,2022-08-23,Bronze,Rome
2024-07-06,2026-05-16,Tokyo,Standard,Agent,3,1966,17,Completed,UPI,Dana,11,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2025-04-08,2025-12-12,Dubai,Premium,Agent,5,4834,33,Completed,Bank Transfer,Dana,14,Guest,Dubai,DXB,France,66,2023-05-22,Gold,Rome
2024-06-01,2025-11-30,Tokyo,Luxury,Agent,5,3878,104,Cancelled,Card,Dana,7,Registered,London,DXB,USA,73,2022-01-26,Gold,Rome
2025-11-17,2026-03-30,London,Luxury,Website,2,575,181,Completed,Bank Transfer,Charlie,10,Registered,Singapore,,France,46,2024-09-19,Bronze,Tokyo
2025-10-21,2026-07-27,Tokyo,Standard,Agent,5,1214,147,Completed,Bank Transfer,Bob,14,Registered,London,,Singapore,34,2022-10-08,Gold,Tokyo
2024-01-20,2025-05-04,Bangkok,Standard,Website,3,4317,52,Completed,Bank Transfer,Dana,3,Registered,Singapore,NY,UK,58,2023-03-09,Silver,Tokyo
2025-02-15,2026-08-27,Tokyo,Premium,Website,3,2824,111,Completed,UPI,Alice,10,Registered,Singapore,DXB,UAE,21,2023-01-20,Gold,Rome
2024-09-20,2025-04-04,Tokyo,Standard,Agent,2,3329,73,Completed,Card,Charlie,14,Registered,London,IDF,France,38,2025-01-11,Bronze,Bangkok
2024-11-10,2026-02-22,Paris,Standard,Agent,3,1463,46,Completed,Bank Transfer,Alice,6,Registered,Dubai,NY,USA,41,2023-09-22,Bronze,Tokyo
2024-11-23,2025-05-26,Dubai,Premium,Mobile App,4,1008,30,Completed,Card,Bob,14,Guest,Paris,NY,Singapore,59,2023-11-30,Bronze,Sydney
2024-08-30,2026-05-20,Bangkok,Luxury,Mobile App,1,5000,68,Completed,UPI,Dana,10,Registered,Paris,SG,UAE,38,2024-09-26,Gold,Tokyo
2025-05-10,2025-01-30,Dubai,Luxury,Website,1,736,68,Pending,Bank Transfer,Alice,5,Guest,Paris,NY,UAE,72,2023-10-28,Bronze,Sydney
2025-10-29,2025-05-09,London,Luxury,Mobile App,4,4744,21,Pending,Bank Transfer,Bob,14,Registered,New York,IDF,UAE,38,2023-06-07,Silver,Bangkok
2025-07-07,2025-06-22,Paris,Luxury,Mobile App,5,3258,115,Completed,Card,Dana,11,Registered,Dubai,DXB,UK,73,2024-04-01,Bronze,Bangkok
2024-01-01,2025-03-03,Dubai,Premium,Agent,3,1571,174,Cancelled,UPI,Bob,11,Guest,Dubai,SG,USA,47,2024-04-28,Gold,Bangkok
2024-02-16,2025-06-15,Bangkok,Luxury,Website,3,2504,22,Cancelled,Bank Transfer,Alice,4,Registered,Singapore,SG,USA,66,2023-07-06,Gold,Tokyo
2024-10-13,2026-03-19,Paris,Luxury,Agent,3,4758,174,Cancelled,Bank Transfer,Charlie,14,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2024-10-06,2025-09-09,London,Premium,Website,4,3908,153,Cancelled,Card,Bob,12,Registered,Singapore,NY,USA,68,2023-11-15,Bronze,Bangkok
2024-01-05,2025-01-10,Paris,Premium,Agent,4,4103,195,Cancelled,Bank Transfer,Alice,14,Registered,New York,NY,France,33,2023-04-03,Bronze,Tokyo
2025-07-05,2025-02-01,Dubai,Luxury,Website,3,835,96,Pending,UPI,Dana,4,Registered,New York,IDF,UAE,20,2025-04-01,Silver,Bangkok
2024-05-07,2026-04-19,London,Standard,Mobile App,1,269,56,Pending,Card,Charlie,12,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2024-07-15,2025-04-03,Bangkok,Luxury,Mobile App,2,3131,59,Cancelled,UPI,Alice,6,Registered,Singapore,NY,USA,68,2023-11-15,Bronze,Bangkok
2024-01-08,2025-07-20,Dubai,Standard,Mobile App,5,1912,128,Cancelled,Card,Bob,12,Registered,New York,NY,UK,68,2023-09-22,Gold,Rome
2025-11-19,2026-11-30,Bangkok,Luxury,Website,1,4834,150,Completed,Bank Transfer,Alice,4,Guest,Dubai,NY,USA,48,2024-04-02,Silver,Tokyo
2024-08-21,2026-06-20,London,Standard,Agent,1,4868,177,Pending,Bank Transfer,Charlie,12,Registered,New York,IDF,Singapore,38,2022-09-13,Gold,Rome
2024-01-03,2026-03-14,Tokyo,Premium,Mobile App,4,3918,70,Completed,Bank Transfer,Dana,9,Registered,Singapore,SG,UK,73,2022-05-23,Silver,Sydney
2024-02-14,2025-08-18,Tokyo,Premium,Mobile App,5,4437,114,Cancelled,Card,Dana,5,Registered,Dubai,NY,Singapore,21,2023-12-18,Bronze,Tokyo
2025-08-08,2025-01-26,Paris,Luxury,Mobile App,1,870,63,Completed,Card,Charlie,6,Registered,Singapore,DXB,UAE,18,2023-12-22,Silver,Sydney
2024-01-29,2026-05-07,Dubai,Standard,Agent,3,992,64,Completed,Card,Dana,5,Registered,New York,NY,USA,27,2022-11-24,Gold,Sydney
2024-12-07,2026-06-17,Paris,Standard,Agent,5,645,112,Completed,Bank Transfer,Dana,11,Registered,Paris,DXB,UAE,19,2024-03-07,Silver,Sydney
2024-03-03,2025-02-04,Dubai,Premium,Agent,1,900,200,Completed,Card,Dana,2,Registered,New York,NY,UAE,40,2024-05-17,Silver,Sydney
2024-03-08,2025-04-15,Tokyo,Luxury,Website,3,3737,97,Cancelled,Card,Dana,5,Registered,Singapore,,USA,47,2022-10-01,Silver,Rome
2025-04-09,2026-01-29,Dubai,Premium,Agent,5,286,25,Cancelled,Bank Transfer,Alice,9,Registered,Singapore,NY,UK,58,2023-08-12,Bronze,Tokyo
2025-08-24,2025-07-17,Tokyo,Standard,Website,5,2888,182,Completed,Bank Transfer,Bob,11,Registered,Singapore,DXB,UAE,23,2024-08-20,Silver,Sydney
2024-09-19,2025-12-30,Dubai,Premium,Agent,5,4368,113,Completed,Card,Bob,14,Registered,New York,NY,USA,43,2023-11-26,Bronze,Bangkok
2024-05-10,2025-11-16,Bangkok,Premium,Agent,3,695,79,Pending,Bank Transfer,Bob,4,Registered,Dubai,IDF,Singapore,32,2023-10-27,Bronze,Bangkok
2025-09-09,2025-12-18,London,Premium,Website,5,2728,150,Pending,Bank Transfer,Bob,2,Registered,Dubai,DXB,France,73,2024-05-28,Silver,Tokyo
2025-07-26,2025-02-25,Dubai,Premium,Website,2,4354,163,Completed,Card,Charlie,5,Registered,Paris,,UK,19,2023-01-31,Silver,Rome
2025-04-23,2026-09-07,London,Luxury,Agent,3,4097,157,Cancelled,UPI,Charlie,4,Registered,New York,,UK,73,2024-03-24,Gold,Rome
2024-02-13,2026-05-23,Paris,Standard,Agent,2,3921,177,Completed,UPI,Bob,5,Registered,Dubai,SG,UAE,25,2023-05-23,Bronze,Tokyo
2025-01-19,2025-07-30,Dubai,Standard,Website,3,2915,2,Completed,UPI,Alice,10,Registered,Dubai,DXB,Singapore,48,2023-08-20,Bronze,Bangkok
2024-10-24,2026-03-27,Paris,Luxury,Agent,3,1366,11,Completed,Card,Bob,6,Guest,New York,SG,UK,35,2024-09-21,Bronze,Bangkok
2024-09-25,2025-06-28,London,Luxury,Website,2,1993,50,Completed,Card,Charlie,3,Guest,Paris,,France,33,2023-06-28,Silver,Bangkok
2025-01-23,2026-11-02,Tokyo,Premium,Website,3,1324,116,Completed,UPI,Charlie,12,Registered,New York,DXB,USA,40,2023-12-06,Gold,Rome
2025-09-30,2026-03-21,Tokyo,Standard,Website,2,4516,48,Completed,Bank Transfer,Dana,13,Registered,Singapore,NY,UAE,60,2025-04-10,Gold,Rome
2025-09-05,2026-03-16,Paris,Standard,Agent,5,2804,48,Pending,UPI,Bob,7,Registered,Dubai,IDF,France,28,2022-08-23,Bronze,Rome
